,id,terrestrial_date,sol,ls,month,min_temp,pressure
184,145,2012-08-31,25,163,6,-75.0,743.0
185,145,2012-08-31,25,163,6,-75.0,743.0
186,145,2012-08-31,25,163,6,-75.0,743.0
187,145,2012-08-31,25,163,6,-75.0,743.0
188,145,2012-08-31,25,163,6,-75.0,743.0
189,145,2012-08-31,25,163,6,-75.0,743.0
190,145,2012-08-31,25,163,6,-75.0,743.0
191,145,2012-08-31,25,163,6,-75.0,743.0
192,145,2012-08-31,25,163,6,-75.0,743.0
193,145,2012-08-31,25,163,6,-75.0,743.0
194,145,2012-08-31,25,163,6,-75.0,743.0
195,156,2012-09-01,26,164,6,-76.0,745.0
196,156,2012-09-01,26,164,6,-76.0,745.0
197,156,2012-09-01,26,164,6,-76.0,745.0
198,156,2012-09-01,26,164,6,-76.0,745.0
199,156,2012-09-01,26,164,6,-76.0,745.0
200,156,2012-09-01,26,164,6,-76.0,745.0
201,156,2012-09-01,26,164,6,-76.0,745.0
202,156,2012-09-01,26,164,6,-76.0,745.0
203,156,2012-09-01,26,164,6,-76.0,745.0
204,156,2012-09-01,26,164,6,-76.0,745.0
205,156,2012-09-01,26,164,6,-76.0,745.0
206,156,2012-09-01,26,164,6,-76.0,745.0
207,156,2012-09-01,26,164,6,-76.0,745.0
208,156,2012-09-01,26,164,6,-76.0,745.0
209,156,2012-09-01,26,164,6,-76.0,745.0
210,163,2012-09-02,27,164,6,-75.0,743.0
211,163,2012-09-02,27,164,6,-75.0,743.0
212,163,2012-09-02,27,164,6,-75.0,743.0
213,163,2012-09-02,27,164,6,-75.0,743.0
214,163,2012-09-02,27,164,6,-75.0,743.0
215,163,2012-09-02,27,164,6,-75.0,743.0
216,163,2012-09-02,27,164,6,-75.0,743.0
217,163,2012-09-02,27,164,6,-75.0,743.0
218,163,2012-09-02,27,164,6,-75.0,743.0
219,163,2012-09-02,27,164,6,-75.0,743.0
220,163,2012-09-02,27,164,6,-75.0,743.0
221,163,2012-09-02,27,164,6,-75.0,743.0
222,163,2012-09-02,27,164,6,-75.0,743.0
223,163,2012-09-02,27,164,6,-75.0,743.0
224,163,2012-09-02,27,164,6,-75.0,743.0
225,170,2012-09-03,28,165,6,-75.0,745.0
226,170,2012-09-03,28,165,6,-75.0,745.0
227,170,2012-09-03,28,165,6,-75.0,745.0
228,170,2012-09-03,28,165,6,-75.0,745.0
229,170,2012-09-03,28,165,6,-75.0,745.0
230,170,2012-09-03,28,165,6,-75.0,745.0
231,170,2012-09-03,28,165,6,-75.0,745.0
232,170,2012-09-03,28,165,6,-75.0,745.0
233,170,2012-09-03,28,165,6,-75.0,745.0
234,170,2012-09-03,28,165,6,-75.0,745.0
235,170,2012-09-03,28,165,6,-75.0,745.0
236,170,2012-09-03,28,165,6,-75.0,745.0
237,170,2012-09-03,28,165,6,-75.0,745.0
238,170,2012-09-03,28,165,6,-75.0,745.0
239,170,2012-09-03,28,165,6,-75.0,745.0
240,171,2012-09-04,29,166,6,-75.0,747.0
241,171,2012-09-04,29,166,6,-75.0,747.0
242,171,2012-09-04,29,166,6,-75.0,747.0
243,171,2012-09-04,29,166,6,-75.0,747.0
244,171,2012-09-04,29,166,6,-75.0,747.0
245,171,2012-09-04,29,166,6,-75.0,747.0
246,171,2012-09-04,29,166,6,-75.0,747.0
247,171,2012-09-04,29,166,6,-75.0,747.0
248,171,2012-09-04,29,166,6,-75.0,747.0
249,171,2012-09-04,29,166,6,-75.0,747.0
250,171,2012-09-04,29,166,6,-75.0,747.0
251,171,2012-09-04,29,166,6,-75.0,747.0
252,171,2012-09-04,29,166,6,-75.0,747.0
253,171,2012-09-04,29,166,6,-75.0,747.0
254,171,2012-09-04,29,166,6,-75.0,747.0
255,172,2012-09-05,30,166,6,-74.0,747.0
256,172,2012-09-05,30,166,6,-74.0,747.0
257,172,2012-09-05,30,166,6,-74.0,747.0
258,172,2012-09-05,30,166,6,-74.0,747.0
259,172,2012-09-05,30,166,6,-74.0,747.0
260,172,2012-09-05,30,166,6,-74.0,747.0
261,172,2012-09-05,30,166,6,-74.0,747.0
262,172,2012-09-05,30,166,6,-74.0,747.0
263,172,2012-09-05,30,166,6,-74.0,747.0
264,172,2012-09-05,30,166,6,-74.0,747.0
265,172,2012-09-05,30,166,6,-74.0,747.0
266,172,2012-09-05,30,166,6,-74.0,747.0
267,172,2012-09-05,30,166,6,-74.0,747.0
268,172,2012-09-05,30,166,6,-74.0,747.0
269,172,2012-09-05,30,166,6,-74.0,747.0
270,173,2012-09-06,31,167,6,-74.0,745.0
271,173,2012-09-06,31,167,6,-74.0,745.0
272,173,2012-09-06,31,167,6,-74.0,745.0
273,173,2012-09-06,31,167,6,-74.0,745.0
274,173,2012-09-06,31,167,6,-74.0,745.0
275,173,2012-09-06,31,167,6,-74.0,745.0
276,173,2012-09-06,31,167,6,-74.0,745.0
277,173,2012-09-06,31,167,6,-74.0,745.0
278,173,2012-09-06,31,167,6,-74.0,745.0
279,173,2012-09-06,31,167,6,-74.0,745.0
280,173,2012-09-06,31,167,6,-74.0,745.0
281,173,2012-09-06,31,167,6,-74.0,745.0
282,173,2012-09-06,31,167,6,-74.0,745.0
283,173,2012-09-06,31,167,6,-74.0,745.0
284,173,2012-09-06,31,167,6,-74.0,745.0
285,175,2012-09-08,33,168,6,-73.0,748.0
286,175,2012-09-08,33,168,6,-73.0,748.0
287,175,2012-09-08,33,168,6,-73.0,748.0
288,175,2012-09-08,33,168,6,-73.0,748.0
289,175,2012-09-08,33,168,6,-73.0,748.0
290,175,2012-09-08,33,168,6,-73.0,748.0
291,175,2012-09-08,33,168,6,-73.0,748.0
292,175,2012-09-08,33,168,6,-73.0,748.0
293,175,2012-09-08,33,168,6,-73.0,748.0
294,175,2012-09-08,33,168,6,-73.0,748.0
295,175,2012-09-08,33,168,6,-73.0,748.0
296,175,2012-09-08,33,168,6,-73.0,748.0
297,175,2012-09-08,33,168,6,-73.0,748.0
298,175,2012-09-08,33,168,6,-73.0,748.0
299,175,2012-09-08,33,168,6,-73.0,748.0
300,176,2012-09-10,34,168,6,-73.0,748.0
301,176,2012-09-10,34,168,6,-73.0,748.0
302,176,2012-09-10,34,168,6,-73.0,748.0
303,176,2012-09-10,34,168,6,-73.0,748.0
304,176,2012-09-10,34,168,6,-73.0,748.0
305,176,2012-09-10,34,168,6,-73.0,748.0
306,176,2012-09-10,34,168,6,-73.0,748.0
307,176,2012-09-10,34,168,6,-73.0,748.0
308,176,2012-09-10,34,168,6,-73.0,748.0
309,176,2012-09-10,34,168,6,-73.0,748.0
310,176,2012-09-10,34,168,6,-73.0,748.0
311,176,2012-09-10,34,168,6,-73.0,748.0
312,176,2012-09-10,34,168,6,-73.0,748.0
313,176,2012-09-10,34,168,6,-73.0,748.0
314,176,2012-09-10,34,168,6,-73.0,748.0
315,177,2012-09-11,35,169,6,-73.0,749.0
316,177,2012-09-11,35,169,6,-73.0,749.0
317,177,2012-09-11,35,169,6,-73.0,749.0
318,177,2012-09-11,35,169,6,-73.0,749.0
319,177,2012-09-11,35,169,6,-73.0,749.0
320,177,2012-09-11,35,169,6,-73.0,749.0
321,177,2012-09-11,35,169,6,-73.0,749.0
322,177,2012-09-11,35,169,6,-73.0,749.0
323,177,2012-09-11,35,169,6,-73.0,749.0
324,177,2012-09-11,35,169,6,-73.0,749.0
325,177,2012-09-11,35,169,6,-73.0,749.0
326,177,2012-09-11,35,169,6,-73.0,749.0
327,177,2012-09-11,35,169,6,-73.0,749.0
328,177,2012-09-11,35,169,6,-73.0,749.0
329,177,2012-09-11,35,169,6,-73.0,749.0
330,178,2012-09-12,36,169,6,-73.0,750.0
331,178,2012-09-12,36,169,6,-73.0,750.0
332,178,2012-09-12,36,169,6,-73.0,750.0
333,178,2012-09-12,36,169,6,-73.0,750.0
334,178,2012-09-12,36,169,6,-73.0,750.0
335,178,2012-09-12,36,169,6,-73.0,750.0
336,178,2012-09-12,36,169,6,-73.0,750.0
337,178,2012-09-12,36,169,6,-73.0,750.0
338,178,2012-09-12,36,169,6,-73.0,750.0
339,178,2012-09-12,36,169,6,-73.0,750.0
340,178,2012-09-12,36,169,6,-73.0,750.0
341,178,2012-09-12,36,169,6,-73.0,750.0
342,178,2012-09-12,36,169,6,-73.0,750.0
343,178,2012-09-12,36,169,6,-73.0,750.0
344,178,2012-09-12,36,169,6,-73.0,750.0
345,179,2012-09-13,37,170,6,-73.0,750.0
346,179,2012-09-13,37,170,6,-73.0,750.0
347,179,2012-09-13,37,170,6,-73.0,750.0
348,179,2012-09-13,37,170,6,-73.0,750.0
349,179,2012-09-13,37,170,6,-73.0,750.0
350,179,2012-09-13,37,170,6,-73.0,750.0
351,179,2012-09-13,37,170,6,-73.0,750.0
352,179,2012-09-13,37,170,6,-73.0,750.0
353,179,2012-09-13,37,170,6,-73.0,750.0
354,179,2012-09-13,37,170,6,-73.0,750.0
355,179,2012-09-13,37,170,6,-73.0,750.0
356,179,2012-09-13,37,170,6,-73.0,750.0
357,179,2012-09-13,37,170,6,-73.0,750.0
358,179,2012-09-13,37,170,6,-73.0,750.0
359,179,2012-09-13,37,170,6,-73.0,750.0
360,180,2012-09-14,38,171,6,-73.0,750.0
361,180,2012-09-14,38,171,6,-73.0,750.0
362,180,2012-09-14,38,171,6,-73.0,750.0
363,180,2012-09-14,38,171,6,-73.0,750.0
364,180,2012-09-14,38,171,6,-73.0,750.0
365,180,2012-09-14,38,171,6,-73.0,750.0
366,180,2012-09-14,38,171,6,-73.0,750.0
367,180,2012-09-14,38,171,6,-73.0,750.0
368,180,2012-09-14,38,171,6,-73.0,750.0
369,180,2012-09-14,38,171,6,-73.0,750.0
370,180,2012-09-14,38,171,6,-73.0,750.0
371,180,2012-09-14,38,171,6,-73.0,750.0
372,180,2012-09-14,38,171,6,-73.0,750.0
373,180,2012-09-14,38,171,6,-73.0,750.0
374,180,2012-09-14,38,171,6,-73.0,750.0
375,181,2012-09-15,39,171,6,-75.0,751.0
376,181,2012-09-15,39,171,6,-75.0,751.0
377,181,2012-09-15,39,171,6,-75.0,751.0
378,181,2012-09-15,39,171,6,-75.0,751.0
379,181,2012-09-15,39,171,6,-75.0,751.0
380,181,2012-09-15,39,171,6,-75.0,751.0
381,181,2012-09-15,39,171,6,-75.0,751.0
382,181,2012-09-15,39,171,6,-75.0,751.0
383,181,2012-09-15,39,171,6,-75.0,751.0
384,181,2012-09-15,39,171,6,-75.0,751.0
385,181,2012-09-15,39,171,6,-75.0,751.0
386,181,2012-09-15,39,171,6,-75.0,751.0
387,181,2012-09-15,39,171,6,-75.0,751.0
388,181,2012-09-15,39,171,6,-75.0,751.0
389,181,2012-09-15,39,171,6,-75.0,751.0
390,182,2012-09-16,40,172,6,-75.0,753.0
391,182,2012-09-16,40,172,6,-75.0,753.0
392,182,2012-09-16,40,172,6,-75.0,753.0
393,182,2012-09-16,40,172,6,-75.0,753.0
394,182,2012-09-16,40,172,6,-75.0,753.0
395,182,2012-09-16,40,172,6,-75.0,753.0
396,182,2012-09-16,40,172,6,-75.0,753.0
397,182,2012-09-16,40,172,6,-75.0,753.0
398,182,2012-09-16,40,172,6,-75.0,753.0
399,182,2012-09-16,40,172,6,-75.0,753.0
400,182,2012-09-16,40,172,6,-75.0,753.0
401,182,2012-09-16,40,172,6,-75.0,753.0
402,182,2012-09-16,40,172,6,-75.0,753.0
403,182,2012-09-16,40,172,6,-75.0,753.0
404,182,2012-09-16,40,172,6,-75.0,753.0
405,183,2012-09-17,41,172,6,-75.0,753.0
406,183,2012-09-17,41,172,6,-75.0,753.0
407,183,2012-09-17,41,172,6,-75.0,753.0
408,183,2012-09-17,41,172,6,-75.0,753.0
409,183,2012-09-17,41,172,6,-75.0,753.0
410,183,2012-09-17,41,172,6,-75.0,753.0
411,183,2012-09-17,41,172,6,-75.0,753.0
412,183,2012-09-17,41,172,6,-75.0,753.0
413,183,2012-09-17,41,172,6,-75.0,753.0
414,183,2012-09-17,41,172,6,-75.0,753.0
415,183,2012-09-17,41,172,6,-75.0,753.0
416,183,2012-09-17,41,172,6,-75.0,753.0
417,183,2012-09-17,41,172,6,-75.0,753.0
418,183,2012-09-17,41,172,6,-75.0,753.0
419,183,2012-09-17,41,172,6,-75.0,753.0
420,184,2012-09-18,42,173,6,-75.0,754.0
421,184,2012-09-18,42,173,6,-75.0,754.0
422,184,2012-09-18,42,173,6,-75.0,754.0
423,184,2012-09-18,42,173,6,-75.0,754.0
424,184,2012-09-18,42,173,6,-75.0,754.0
425,184,2012-09-18,42,173,6,-75.0,754.0
426,184,2012-09-18,42,173,6,-75.0,754.0
427,184,2012-09-18,42,173,6,-75.0,754.0
428,184,2012-09-18,42,173,6,-75.0,754.0
429,184,2012-09-18,42,173,6,-75.0,754.0
430,184,2012-09-18,42,173,6,-75.0,754.0
431,184,2012-09-18,42,173,6,-75.0,754.0
432,184,2012-09-18,42,173,6,-75.0,754.0
433,184,2012-09-18,42,173,6,-75.0,754.0
434,184,2012-09-18,42,173,6,-75.0,754.0
435,185,2012-09-19,43,173,6,-74.0,756.0
436,185,2012-09-19,43,173,6,-74.0,756.0
437,185,2012-09-19,43,173,6,-74.0,756.0
438,185,2012-09-19,43,173,6,-74.0,756.0
439,185,2012-09-19,43,173,6,-74.0,756.0
440,185,2012-09-19,43,173,6,-74.0,756.0
441,185,2012-09-19,43,173,6,-74.0,756.0
442,185,2012-09-19,43,173,6,-74.0,756.0
443,185,2012-09-19,43,173,6,-74.0,756.0
444,185,2012-09-19,43,173,6,-74.0,756.0
445,185,2012-09-19,43,173,6,-74.0,756.0
446,185,2012-09-19,43,173,6,-74.0,756.0
447,185,2012-09-19,43,173,6,-74.0,756.0
448,185,2012-09-19,43,173,6,-74.0,756.0
449,185,2012-09-19,43,173,6,-74.0,756.0
450,186,2012-09-20,44,174,6,-75.0,757.0
451,186,2012-09-20,44,174,6,-75.0,757.0
452,186,2012-09-20,44,174,6,-75.0,757.0
453,186,2012-09-20,44,174,6,-75.0,757.0
454,186,2012-09-20,44,174,6,-75.0,757.0
455,186,2012-09-20,44,174,6,-75.0,757.0
456,186,2012-09-20,44,174,6,-75.0,757.0
457,186,2012-09-20,44,174,6,-75.0,757.0
458,186,2012-09-20,44,174,6,-75.0,757.0
459,186,2012-09-20,44,174,6,-75.0,757.0
460,186,2012-09-20,44,174,6,-75.0,757.0
461,186,2012-09-20,44,174,6,-75.0,757.0
462,186,2012-09-20,44,174,6,-75.0,757.0
463,186,2012-09-20,44,174,6,-75.0,757.0
464,186,2012-09-20,44,174,6,-75.0,757.0
465,187,2012-09-21,45,175,6,-74.0,758.0
466,187,2012-09-21,45,175,6,-74.0,758.0
467,187,2012-09-21,45,175,6,-74.0,758.0
468,187,2012-09-21,45,175,6,-74.0,758.0
469,187,2012-09-21,45,175,6,-74.0,758.0
470,187,2012-09-21,45,175,6,-74.0,758.0
471,187,2012-09-21,45,175,6,-74.0,758.0
472,187,2012-09-21,45,175,6,-74.0,758.0
473,187,2012-09-21,45,175,6,-74.0,758.0
474,187,2012-09-21,45,175,6,-74.0,758.0
475,187,2012-09-21,45,175,6,-74.0,758.0
476,187,2012-09-21,45,175,6,-74.0,758.0
477,187,2012-09-21,45,175,6,-74.0,758.0
478,187,2012-09-21,45,175,6,-74.0,758.0
479,187,2012-09-21,45,175,6,-74.0,758.0
480,188,2012-09-22,46,175,6,-74.0,758.0
481,188,2012-09-22,46,175,6,-74.0,758.0
482,188,2012-09-22,46,175,6,-74.0,758.0
483,188,2012-09-22,46,175,6,-74.0,758.0
484,188,2012-09-22,46,175,6,-74.0,758.0
485,188,2012-09-22,46,175,6,-74.0,758.0
486,188,2012-09-22,46,175,6,-74.0,758.0
487,188,2012-09-22,46,175,6,-74.0,758.0
488,188,2012-09-22,46,175,6,-74.0,758.0
489,188,2012-09-22,46,175,6,-74.0,758.0
490,188,2012-09-22,46,175,6,-74.0,758.0
491,188,2012-09-22,46,175,6,-74.0,758.0
492,188,2012-09-22,46,175,6,-74.0,758.0
493,188,2012-09-22,46,175,6,-74.0,758.0
494,188,2012-09-22,46,175,6,-74.0,758.0
495,189,2012-09-23,47,176,6,-75.0,758.0
496,189,2012-09-23,47,176,6,-75.0,758.0
497,189,2012-09-23,47,176,6,-75.0,758.0
498,189,2012-09-23,47,176,6,-75.0,758.0
499,189,2012-09-23,47,176,6,-75.0,758.0
500,189,2012-09-23,47,176,6,-75.0,758.0
501,189,2012-09-23,47,176,6,-75.0,758.0
502,189,2012-09-23,47,176,6,-75.0,758.0
503,189,2012-09-23,47,176,6,-75.0,758.0
504,189,2012-09-23,47,176,6,-75.0,758.0
505,189,2012-09-23,47,176,6,-75.0,758.0
506,189,2012-09-23,47,176,6,-75.0,758.0
507,189,2012-09-23,47,176,6,-75.0,758.0
508,189,2012-09-23,47,176,6,-75.0,758.0
509,189,2012-09-23,47,176,6,-75.0,758.0
510,190,2012-09-24,48,176,6,-75.0,759.0
511,190,2012-09-24,48,176,6,-75.0,759.0
512,190,2012-09-24,48,176,6,-75.0,759.0
513,190,2012-09-24,48,176,6,-75.0,759.0
514,190,2012-09-24,48,176,6,-75.0,759.0
515,190,2012-09-24,48,176,6,-75.0,759.0
516,190,2012-09-24,48,176,6,-75.0,759.0
517,190,2012-09-24,48,176,6,-75.0,759.0
518,190,2012-09-24,48,176,6,-75.0,759.0
519,190,2012-09-24,48,176,6,-75.0,759.0
520,190,2012-09-24,48,176,6,-75.0,759.0
521,190,2012-09-24,48,176,6,-75.0,759.0
522,190,2012-09-24,48,176,6,-75.0,759.0
523,190,2012-09-24,48,176,6,-75.0,759.0
524,190,2012-09-24,48,176,6,-75.0,759.0
525,191,2012-09-25,49,177,6,-74.0,761.0
526,191,2012-09-25,49,177,6,-74.0,761.0
527,191,2012-09-25,49,177,6,-74.0,761.0
528,191,2012-09-25,49,177,6,-74.0,761.0
529,191,2012-09-25,49,177,6,-74.0,761.0
530,191,2012-09-25,49,177,6,-74.0,761.0
531,191,2012-09-25,49,177,6,-74.0,761.0
532,191,2012-09-25,49,177,6,-74.0,761.0
533,191,2012-09-25,49,177,6,-74.0,761.0
534,191,2012-09-25,49,177,6,-74.0,761.0
535,191,2012-09-25,49,177,6,-74.0,761.0
